location,size,total_sqft,bath,price,bhk,price_per_sqft
Kanakpura Road,2 BHK,700,1,35,2,5000
Ambedkar Colony,2 BHK,1463,1,142,2,9706.08339
Vijayanagar,3 Bedroom,1000,3,140,3,14000
Reliable Woods Layout,3 BHK,1306,2,58,3,4441.041348
4th T block Jayanagar,3 BHK,2401,3,185,3,7705.122865
Bommenahalli,4 Bedroom,1670,3,135,4,8083.832335
Jayanagar,3 BHK,1875,2,235,3,12533.33333
Marsur,3 Bedroom,1200,3,90,3,7500
Dodda Nekkundi,3 BHK,1804,3,121,3,6707.317073
1st Phase JP Nagar,3 BHK,2065,4,210,3,10169.49153
Hoskote,3 BHK,1225,3,40,3,3265.306122
Thanisandra,2 BHK,1185.5,2,58.68,2,4949.810207
Bellandur,2 BHK,900,2,56,2,6222.222222
Binny Pete,2 BHK,1350,2,91,2,6740.740741
Kaggalipura,1 BHK,700,1,36,1,5142.857143
Mysore Road,2 BHK,1005,2,35.175,2,3500
Poorna Pragna Layout,2 BHK,1160,2,46.39,2,3999.137931
Hennur Road,3 BHK,1680,3,99.27,3,5908.928571
LB Shastri Nagar,2 BHK,1043,2,55,2,5273.25024
Hoskote,4 Bedroom,1200,4,120,4,10000
Hebbal,2 BHK,1040,2,46,2,4423.076923
Tindlu,3 BHK,1357,2,65,3,4789.977892
Nayandanahalli,7 Bedroom,1600,7,104,7,6500
Vibhutipura Extension,2 BHK,1225,2,47,2,3836.734694
Sunkadakatte,9 Bedroom,1500,6,80,9,5333.333333
Yelachenahalli,2 BHK,1130,2,40,2,3539.823009
Basavangudi,4 Bedroom,2500,4,150,4,6000
Sultan Palaya,3 BHK,1700,3,120,3,7058.823529
Doddathoguru,3 BHK,1549,3,65,3,4196.255649
Yeshwanthpur,2 BHK,1400,2,100,2,7142.857143
Dodda Nekkundi,2 BHK,1080,2,50,2,4629.62963
Ulsoor,2 BHK,1180,2,100,2,8474.576271
Chandra Layout,7 Bedroom,780,7,150,7,19230.76923
Domlur,3 BHK,1800,3,150,3,8333.333333
Haralur Road,2 BHK,1225,2,67.38,2,5500.408163
Chandra Layout,1 BHK,890,1,75,1,8426.966292
Abbigere,2 BHK,1005,2,39.59,2,3939.303483
Whitefield,2 BHK,1320,2,95,2,7196.969697
Anandapura,4 BHK,1475,2,50,4,3389.830508
Hagadur,2 BHK,1110,2,51,2,4594.594595
Popular Colony,2 Bedroom,1300,2,54,2,4153.846154
Vajarahalli,5 Bedroom,600,3,86,5,14333.33333
Electronic City,2 BHK,1128,2,65.35,2,5793.439716
Jakkur,2 BHK,1452.19,2,100,2,6886.151261
8th block Koramangala,3 Bedroom,2400,3,290,3,12083.33333
Banashankari,3 BHK,2600,4,135,3,5192.307692
Sarakki Nagar,3 BHK,2500,4,325,3,13000
Sanjay nagar,2 BHK,630,1,35,2,5555.555556
Hosa Road,2 BHK,1243,2,48.5,2,3901.850362
Soundarya Layout,2 BHK,960,2,32,2,3333.333333
"Banashankari 6th Stage ,Subramanyapura",3 BHK,1690,3,100,3,5917.159763
Whitefield,2 BHK,735,2,35,2,4761.904762
Banaswadi,2 BHK,1365,2,73,2,5347.985348
Rajaji Nagar,5 BHK,2849,5,300,5,10530.01053
Hebbal,2 BHK,1420,2,99.39,2,6999.295775
Somasundara Palya,3 BHK,1570,3,68,3,4331.210191
Bisuvanahalli,2 BHK,850,1,32,2,3764.705882
7th Phase JP Nagar,3 BHK,1575,2,110,3,6984.126984
Thigalarapalya,2 BHK,1418,2,104,2,7334.273625
Uttarahalli,2 BHK,1050,2,42,2,4000
Hennur Road,2 BHK,1065,2,42.6,2,4000
Ulsoor,3 BHK,1340,3,90,3,6716.41791
Yelahanka New Town,3 BHK,1610,3,92,3,5714.285714
Electronic City Phase II,2 BHK,1160,2,33.5,2,2887.931034
Kudlu,2 BHK,1092,2,44,2,4029.304029
Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
Yelahanka,3 BHK,1455,3,61.5,3,4226.804124
Abbigere,1 BHK,734,1,19.82,1,2700.27248
Samethanahalli,2 BHK,799,2,38,2,4755.944931
Whitefield,3 BHK,1896,3,75,3,3955.696203
Ardendale,2 BHK,1100,2,48,2,4363.636364
Bellandur,2 BHK,1350,2,79,2,5851.851852
Amarjyothi Colony,3 BHK,1355,3,61,3,4501.845018
Electronic City,2 BHK,1128,2,65,2,5762.411348
Pattanagere,2 Bedroom,1350,2,90,2,6666.666667
Cunningham Road,3 BHK,3875,3,864,3,22296.77419
Kasavanhalli,3 BHK,1493,3,82,3,5492.297388
8th Phase JP Nagar,2 BHK,1098,2,43.91,2,3999.089253
Banashankari,3 BHK,1900,2,170,3,8947.368421
Dollars Layout,3 BHK,1460,3,88,3,6027.39726
Frazer Town,3 BHK,2350,4,285,3,12127.65957
Horamavu Banaswadi,5 Bedroom,1600,5,140,5,8750
Varthur,2 BHK,1091,2,32,2,2933.088909
Yelahanka,2 BHK,1180,2,42,2,3559.322034
Kanakpura Road,2 BHK,1366,3,76.85,2,5625.915081
RMV Extension,3 BHK,1685,3,95,3,5637.982196
Koramangala,2 BHK,1260,2,100,2,7936.507937
Whitefield,3 Bedroom,3010,3,200,3,6644.518272
Ramamurthy Nagar,3 Bedroom,1330,4,140,3,10526.31579
Mallasandra,2 Bedroom,1200,2,130,2,10833.33333
Whitefield,2 BHK,1346,2,96.17,2,7144.8737
Chandapura,1 BHK,630,1,13.86,1,2200
7th Phase JP Nagar,3 BHK,1850,3,140,3,7567.567568
Frazer Town,5 Bedroom,2350,2,423,5,18000
Electronic City,2 BHK,755,1,34,2,4503.311258
Basaveshwara Nagar Yelahanka,5 Bedroom,800,5,98,5,12250
Parappana Agrahara,2 BHK,1194,2,46,2,3852.596315
Whitefield,3 BHK,3850,5,316,3,8207.792208
Hebbal,4 BHK,4235,4,365,4,8618.654073
Kurubarahalli,1 Bedroom,800,1,52,1,6500
Rachenahalli,3 BHK,2250,3,195,3,8666.666667
Vijayanagar,2 BHK,1352,2,68,2,5029.585799
Thanisandra,3 BHK,2002,3,112,3,5594.405594
Bileshivale,4 Bedroom,4000,5,280,4,7000
Kaval Byrasandra,2 BHK,1060,2,45,2,4245.283019
Kanakpura Road,3 BHK,1419.59,2,59,3,4156.129587
Raja Rajeshwari Nagar,2 BHK,1196,2,51.15,2,4276.755853
Electronic City,3 BHK,1220,2,35.24,3,2888.52459
Electronics City Phase 1,3 BHK,1595,3,75,3,4702.194357
Banashankari,2 BHK,1260,2,75,2,5952.380952
Hebbal,2 BHK,1100,2,47,2,4272.727273
Frazer Town,2 BHK,1550,2,140,2,9032.258065
ISRO Layout,2 BHK,1180,2,52,2,4406.779661
Electronic City,4 Bedroom,4000,5,150,4,3750
Akshaya Nagar,3 BHK,1662,3,85,3,5114.320096
Hennur,2 BHK,1285,2,60,2,4669.2607
Akshaya Nagar,4 Bedroom,1080,4,75,4,6944.444444
Ambedkar Nagar,3 BHK,1862,3,119,3,6390.977444
Raja Rajeshwari Nagar,2 BHK,1419,2,48,2,3382.663848
Whitefield,3 BHK,1410,3,43.71,3,3100
Raja Rajeshwari Nagar,3 BHK,1560,2,62.4,3,4000
Chikkabettahalli,5 Bedroom,1100,4,150,5,13636.36364
Thanisandra,3 BHK,1634,3,78,3,4773.561812
Ambedkar Nagar,5 Bedroom,5530,5,627,5,11338.15552
Whitefield,3 BHK,1150,2,44,3,3826.086957
Ashirvad Colony,2 BHK,1100,2,53,2,4818.181818
Yelahanka,3 BHK,1616,3,65,3,4022.277228
Nagavarapalya,2 BHK,1392,2,99,2,7112.068966
Jakkur,3 BHK,1798,3,120,3,6674.082314
Babusapalaya,3 BHK,1675,3,75,3,4477.61194
Bhuvaneswari Nagar,2 Bedroom,792,2,70,2,8838.383838
Varanasi,5 BHK,2000,4,103,5,5150
Hongasandra,7 Bedroom,600,7,89,7,14833.33333
Hebbal,3 BHK,1700,3,124,3,7294.117647
Hulimavu,2 BHK,1248,2,69,2,5528.846154
Kalkere,2 BHK,1147,2,54,2,4707.93374
Sultan Palaya,2 BHK,1100,2,40,2,3636.363636
Vijayanagar,3 BHK,1527,3,115,3,7531.106745
Shantiniketan Layout,5 Bedroom,2400,5,235,5,9791.666667
Kanakpura Road,1 BHK,525,1,25,1,4761.904762
Kaggadasapura,2 BHK,1100,2,58,2,5272.727273
Seegehalli,2 BHK,1118,2,37.5,2,3354.203936
Kanakapura,3 BHK,1476,3,75,3,5081.300813
Gopal Reddy Layout,3 BHK,2100,3,75,3,3571.428571
Roopena Agrahara,3 BHK,1215,2,46.5,3,3827.160494
Ambalipura,2 BHK,1332,2,79,2,5930.930931
Hennur Road,2 BHK,1350,2,49,2,3629.62963
Kothannur,4 Bedroom,600,4,81,4,13500
Haralur Road,2 BHK,1243,2,46,2,3700.724055
NGR Layout,2 BHK,1105,2,49.73,2,4500.452489
Padmanabhanagar,3 Bedroom,1500,2,200,3,13333.33333
Kasavanhalli,2 BHK,1200,2,50,2,4166.666667
Ramagondanahalli,2 BHK,1251,2,47.4,2,3788.968825
Kambipura,2 BHK,883,2,45,2,5096.262741
Pai Layout,3 BHK,1400,2,67,3,4785.714286
Rajaji Nagar,3 BHK,1800,3,260,3,14444.44444
Hegde Nagar,3 BHK,1703,3,113,3,6635.349383
NRI Layout,5 BHK,2500,5,130,5,5200
Varthur,3 BHK,1250,3,71,3,5680
Jigani,2 BHK,933,2,43,2,4608.788853
sankeswari,1 Bedroom,461.82,1,31.7,1,6864.146204
Brookefield,2 BHK,1262,2,75,2,5942.947702
Yelahanka,2 BHK,915,2,48,2,5245.901639
Panathur,3 BHK,1370,2,61.5,3,4489.051095
Malleshpalya,2 BHK,1210,2,55,2,4545.454545
Kodihalli,3 BHK,2392,4,260,3,10869.56522
T c palya,3 Bedroom,1500,2,85,3,5666.666667
Govindraja Nagar,2 BHK,1065,2,50,2,4694.835681
Rajaji Nagar,4 BHK,3100,4,570,4,18387.09677
Ramamurthy Nagar,3 BHK,1515,3,65,3,4290.429043
Sarjapura - Attibele Road,4 Bedroom,1800,4,110,4,6111.111111
Thanisandra,3 BHK,1445,2,40.31,3,2789.619377
Uttarahalli,3 BHK,1300,2,55,3,4230.769231
Vijayanagar,2 BHK,989,2,60,2,6066.734075
Jakkur,2 BHK,1300,2,85,2,6538.461538
Chandapura,3 BHK,1185,2,30.22,3,2550.21097
Battarahalli,5 Bedroom,1350,3,110,5,8148.148148
Marathahalli,2 BHK,1045,2,60,2,5741.626794
Virat Nagar,2 BHK,1205,2,42.18,2,3500.414938
Chennammanakere Achukattu,2 BHK,1260,2,75,2,5952.380952
Devanahalli Road,5 Bedroom,1320,5,199,5,15075.75758
Ulsoor,3 BHK,1500,2,125,3,8333.333333
Bommanahalli,3 BHK,1250,2,42.5,3,3400
"Maragondana Halli, kr puram, old madras road",2 BHK,1199,2,50,2,4170.141785
Hennur Road,2 BHK,1385,2,83.09,2,5999.277978
Dhanalakshmi Layout,6 Bedroom,1222,5,250,6,20458.26514
Lakshminarayana Pura,2 BHK,1149,2,75,2,6527.415144
Sarjapur  Road,3 BHK,2180,3,170,3,7798.165138
TC Palaya,8 Bedroom,1200,7,110,8,9166.666667
Jp nagar 8th Phase .,10 BHK,12000,12,525,10,4375
Thurahalli,5 Bedroom,1200,5,195,5,16250
Hulimavu,3 BHK,1818,3,135,3,7425.742574
Volagerekallahalli,2 BHK,1070,2,33,2,3084.11215
Rajaji Nagar,3 BHK,1640,3,241,3,14695.12195
Nagarbhavi,3 BHK,1350,2,54.6,3,4044.444444
Chandapura,2 BHK,630,1,27,2,4285.714286
Hoodi,2 BHK,1430,2,113,2,7902.097902
Nagavara,3 BHK,2430,4,180,3,7407.407407
Nobo Nagar,6 Bedroom,1500,7,220,6,14666.66667
Sarjapur  Road,2 BHK,1084,2,55,2,5073.800738
Hennur Road,3 BHK,1186,2,56,3,4721.753794
Kengeri,2 BHK,1255,2,50,2,3984.063745
Haralur Road,4 BHK,3400,5,240,4,7058.823529
Hosa Road,3 BHK,1541,3,69.84,3,4532.121999
Iblur Village,4 BHK,3596,5,282,4,7842.046719
Raja Rajeshwari Nagar,2 BHK,1295,2,70,2,5405.405405
Kasavanhalli,3 Bedroom,1000,4,110,3,11000
Sanjeevini Nagar,3 BHK,2820,3,285,3,10106.38298
7th Phase JP Nagar,3 BHK,1370,2,54.79,3,3999.270073
Electronic City,2 BHK,1100,2,40,2,3636.363636
Hebbal,4 BHK,4772,6,510,4,10687.34283
Rajaji Nagar,2 BHK,1370,2,170,2,12408.75912
7th Phase JP Nagar,3 BHK,1370,2,54.79,3,3999.270073
JP Nagar,2 BHK,1200,2,62,2,5166.666667
Gunjur,4 Bedroom,2000,3,95,4,4750
9th Phase JP Nagar,4 BHK,3500,4,300,4,8571.428571
2nd Stage Nagarbhavi,5 Bedroom,1200,4,240,5,20000
Kengeri,4 Bedroom,2400,5,253,4,10541.66667
Sarjapur  Road,3 BHK,1220,3,62,3,5081.967213
Kanakapura Road,3 Bedroom,1950,3,130,3,6666.666667
Somasundara Palya,2 BHK,1178,2,73,2,6196.943973
Dasanapura,3 BHK,1286,3,61.44,3,4777.604977
Begur Road,2 BHK,1160,2,42,2,3620.689655
Jigani,2 BHK,918,2,55,2,5991.285403
Electronic City,3 BHK,1563,3,91.84,3,5875.879718
Govindpura,2 BHK,1326,2,62.17,2,4688.536953
3rd Block Jayanagar,3 BHK,1350,2,140,3,10370.37037
Hebbal,4 BHK,3960,5,386,4,9747.474747
Begur Road,2 BHK,1240,2,39.06,2,3150
Kaggadasapura,2 BHK,1325,2,50,2,3773.584906
Sonnenahalli,2 BHK,1100,2,44,2,4000
Cunningham Road,3 BHK,3875,3,800,3,20645.16129
Gollarapalya Hosahalli,3 BHK,1605,3,50,3,3115.264798
Hennur Road,5 BHK,5600,5,515,5,9196.428571
Somasundara Palya,2 BHK,1260,2,60,2,4761.904762
Hoodi,3 BHK,1553,3,83.09,3,5350.289762
Whitefield,2 BHK,1280,2,52,2,4062.5
Hebbal,3 BHK,1550,2,75,3,4838.709677
Arekere,3 BHK,1445,2,125,3,8650.519031
Murugeshpalya,3 BHK,1550,3,74,3,4774.193548
Electronics City Phase 1,3 BHK,1515,2,80.91,3,5340.594059
Hosa Road,3 BHK,1332,2,86.12,3,6465.465465
Electronic City,3 BHK,1652,3,70,3,4237.288136
Hegde Nagar,3 BHK,1570,3,105,3,6687.898089
Sarjapur  Road,4 Bedroom,5400,4,725,4,13425.92593
Sector 2 HSR Layout,1 BHK,794,1,60,1,7556.675063
Seegehalli,3 Bedroom,1200,2,62,3,5166.666667
7th Phase JP Nagar,4 Bedroom,3600,3,410,4,11388.88889
Hosakerehalli,3 Bedroom,1200,3,175,3,14583.33333
JP Nagar,4 BHK,1650,3,220,4,13333.33333
Chandra Layout,4 Bedroom,600,2,85,4,14166.66667
HRBR Layout,3 BHK,2800,3,250,3,8928.571429
Sarjapur  Road,3 BHK,1750,3,110,3,6285.714286
Hebbal,2 BHK,1053,2,48,2,4558.404558
Kanakpura Road,3 BHK,1100,3,53,3,4818.181818
Kadubeesanahalli,3 BHK,1665,3,70,3,4204.204204
Outer Ring Road East,4 Bedroom,4051,4,345,4,8516.4157
Malleshwaram,4 Bedroom,5500,5,1500,4,27272.72727
Bommasandra,3 BHK,1447,3,80,3,5528.680028
Balagere,2 BHK,1012,2,75,2,7411.067194
Malleshpalya,3 BHK,1900,3,60,3,3157.894737
Narayanapura,2 BHK,1308,2,92.66,2,7084.097859
Green Glen Layout,4 BHK,3250,4,230,4,7076.923077
Hormavu,1 BHK,1351,2,53,1,3923.019985
Electronic City,2 BHK,1000,2,22,2,2200
J P Nagar 7th Phase Ramayya City,4 Bedroom,1200,4,350,4,29166.66667
Gunjur,2 BHK,1140,2,49.11,2,4307.894737
Jakkur,4 BHK,3181,4,260.5,4,8189.248664
Uttarahalli,3 BHK,1250,2,55,3,4400
Kanakapura,3 BHK,1290,3,45.15,3,3500
Ambedkar Nagar,2 BHK,1424,2,90,2,6320.224719
Garudachar Palya,3 BHK,1320,2,60.6,3,4590.909091
Akshaya Nagar,3 BHK,1662,3,85.5,3,5144.404332
Shanthala Nagar,5 BHK,8321,5,2700,5,32448.02307
Begur Road,2 BHK,1200,2,45,2,3750
Koramangala,3 BHK,1975,3,210,3,10632.91139
Garudachar Palya,3 BHK,1295,2,59.5,3,4594.594595
Battarahalli,3 BHK,1777,3,100,3,5627.462015
Kadugodi,3 BHK,1900,3,108,3,5684.210526
Anandapura,3 BHK,1576,3,59.1,3,3750
Sompura,2 BHK,1020,2,41,2,4019.607843
Green Domain Layout,3 BHK,2100,3,170,3,8095.238095
Raja Rajeshwari Nagar,1 BHK,648,1,31.75,1,4899.691358
Neeladri Nagar,3 BHK,1167,2,38,3,3256.212511
Vyalikaval,7 Bedroom,1000,7,160,7,16000
Hoodi,2 BHK,1220,2,50.89,2,4171.311475
Kogilu,3 BHK,2350,5,327,3,13914.89362
Vittasandra,2 BHK,1259,2,67.4,2,5353.455123
Gottigere,4 Bedroom,2000,4,82,4,4100
8th Phase JP Nagar,3 BHK,1800,3,80,3,4444.444444
Cleveland Town,3 BHK,1991,3,160,3,8036.162732
Bannerghatta,3 BHK,1665,3,110,3,6606.606607
"Hoodi Circle, ",2 BHK,1234,2,61,2,4943.273906
Mysore Road,3 BHK,1340,2,64.31,3,4799.253731
Banashankari,2 BHK,1170,2,46.79,2,3999.145299
Electronics City Phase 1,2 BHK,995,2,46,2,4623.115578
Old Airport Road,2 BHK,1075,2,60,2,5581.395349
Electronic City,2 BHK,1025,2,54.5,2,5317.073171
Rachenahalli,3 BHK,2721,3,113,3,4152.884969
Thanisandra,3 BHK,2000,3,99,3,4950
Whitefield,4 BHK,2500,4,155,4,6200
Mallasandra,2 BHK,1325,2,70,2,5283.018868
Kadugodi,2 BHK,1314,2,68.2,2,5190.258752
Kanakpura Road,3 BHK,2265,3,136,3,6004.415011
7th Phase JP Nagar,7 Bedroom,4800,7,170,7,3541.666667
Yelahanka,2 BHK,1026,2,41,2,3996.101365
Syndicate Bank Colony,3 BHK,1200,3,66,3,5500
Kada Agrahara,3 BHK,2220,4,65,3,2927.927928
KR Puram,2 BHK,1192.5,2,51.22,2,4295.178197
Hebbal,2 BHK,1420,2,99.39,2,6999.295775
Sarjapur  Road,3 BHK,1888,4,95,3,5031.779661
JP Nagar,2 BHK,1300,2,90.87,2,6990
Rajaji Nagar,2 BHK,1216,2,97.16,2,7990.131579
"Off Sarjapur road, ",4 Bedroom,3000,4,342,4,11400
Begur,3 BHK,1559,3,63,3,4041.051956
Harlur,2 BHK,1290,2,87,2,6744.186047
M C Layout,6 Bedroom,2400,6,245,6,10208.33333
Whitefield,1 BHK,905,1,55,1,6077.348066
Nanjappa Layout,2 BHK,1069,2,55,2,5144.995323
Sarjapura - Attibele Road,2 BHK,829,2,22.8,2,2750.301568
Koramangala,2 BHK,1900,2,200,2,10526.31579
Sarjapur  Road,3 BHK,1300,3,60,3,4615.384615
Channasandra,2 BHK,1115,2,33.45,2,3000
Rajaji Nagar,3 BHK,2409,3,360,3,14943.96015
Ambedkar Nagar,3 BHK,2150,4,125,3,5813.953488
Marathahalli,3 BHK,1305,2,69,3,5287.356322
Kanakpura Road,2 BHK,1252,2,56.32,2,4498.402556
Hosakerehalli,5 Bedroom,2400,5,250,5,10416.66667
Whitefield,2 Bedroom,1200,2,46.13,2,3844.166667
Koramangala,3 BHK,1750,3,130,3,7428.571429
Electronic City Phase II,2 BHK,545,1,35,2,6422.018349
BEL Layout,2 Bedroom,1375,2,105,2,7636.363636
Subramanyapura,2 BHK,1313,2,66.5,2,5064.737243
Attibele,4 Bedroom,3640,4,275,4,7554.945055
Akshayanagara East,3 BHK,1693,3,108,3,6379.208506
JCR Layout,2 BHK,1160,2,41.75,2,3599.137931
Sri Kanteshwara Nagar,3 Bedroom,1200,3,200,3,16666.66667
Subramanyapura,3 BHK,1255,2,79,3,6294.820717
KR Puram,4 Bedroom,1000,4,75,4,7500
Bellari Road,2 BHK,900,2,45,2,5000
Yelahanka New Town,3 BHK,1700,3,90,3,5294.117647
Indira Nagar,3 BHK,1875,3,180,3,9600
Uttarahalli,3 BHK,1700,3,88,3,5176.470588
Harlur,3 BHK,1749,3,115,3,6575.18582
Dasanapura,2 Bedroom,1500,3,65,2,4333.333333
Varanasi,2 BHK,1175,2,48,2,4085.106383
Akshaya Nagar,2 BHK,1280,2,60,2,4687.5
Abbaiah Reddy Layout,2 BHK,1200,2,50,2,4166.666667
Ramagondanahalli,3 BHK,1610,2,115,3,7142.857143
Electronic City,2 BHK,1070,2,46,2,4299.065421
TC Palaya,2 Bedroom,1200,2,66,2,5500
9th Phase JP Nagar,2 BHK,1127,2,50,2,4436.557232
Indira Nagar,2 BHK,1210,2,102,2,8429.752066
Jyothi Nagar,2 BHK,600,2,23,2,3833.333333
Thigalarapalya,4 BHK,4190,4,380,4,9069.212411
Tata Nagar,2 BHK,1364,2,70,2,5131.964809
Whitefield,4 BHK,2268,3,146,4,6437.389771
RK Layout 2nd Stage,3 BHK,1150,2,77.5,3,6739.130435
Tirumanahalli,2 BHK,1146,2,39.5,2,3446.771379
Magadi Road,2 BHK,1345,2,55,2,4089.219331
Mylasandra,2 BHK,1110,2,41,2,3693.693694
Kengeri,2 BHK,750,2,36,2,4800
Motappa Layout,2 BHK,1156,2,49.5,2,4282.00692
Pattandur Agrahara,2 BHK,1247,2,59.8,2,4795.509222
Mangammanapalya,2 BHK,1058,2,60,2,5671.077505
Kaggalipura,2 BHK,950,2,48,2,5052.631579
Vasanthapura,2 BHK,420,2,35,2,8333.333333
BTM 1st Stage,4 Bedroom,600,2,90,4,15000
Vijayanagar,3 BHK,1520,2,103,3,6776.315789
Marathahalli,2 BHK,1215,2,58.86,2,4844.444444
Raghuvanahalli,1 BHK,900,1,30,1,3333.333333
Hennur Road,3 BHK,2350,3,174,3,7404.255319
Thanisandra,2 BHK,1050,2,46,2,4380.952381
 Devarabeesana Halli,3 BHK,1672,3,150,3,8971.291866
Laggere,5 Bedroom,2800,5,125,5,4464.285714
MCECHS  layout,3 BHK,1500,2,65,3,4333.333333
Geddalahalli,2 BHK,1400,2,65,2,4642.857143
8th Phase JP Nagar,4 Bedroom,2700,4,130,4,4814.814815
Bommasandra,2 BHK,920,2,37.46,2,4071.73913
Sarjapur  Road,3 Bedroom,1200,3,70,3,5833.333333
Brindavan Nagar,3 BHK,1250,3,139,3,11120
Hosakerehalli,3 BHK,1817,4,153,3,8420.473308
Cooke Town,5 Bedroom,2043,6,375,5,18355.35977
HSR Layout,2 BHK,1140,2,46,2,4035.087719
Yelahanka,4 Bedroom,4346,4,450,4,10354.34883
Haralur Road,2 BHK,1464,2,56,2,3825.136612
Ambedkar Colony,2 BHK,1468,3,130,2,8855.585831
Electronics City Phase 1,3 BHK,1555,2,82,3,5273.311897
Munnekollal,6 Bedroom,1200,4,110,6,9166.666667
Whitefield,2 BHK,1150,2,55,2,4782.608696
Kadubeesanahalli,2 BHK,970,2,35,2,3608.247423
Banashankari,4 BHK,2500,4,95,4,3800
Seetharampalya,2 BHK,1166,2,53,2,4545.454545
Konanakunte,3 Bedroom,2779,3,317,3,11406.98093
Electronic City,3 BHK,1350,3,58,3,4296.296296
Mariyannapalya,2 BHK,900,2,46,2,5111.111111
7th Phase JP Nagar,3 BHK,1300,2,52,3,4000
Kanaka Nagar,3 BHK,1190,3,55,3,4621.848739
Kodichikkanahalli,3 BHK,1495,2,75,3,5016.722408
Indira Nagar,2 BHK,1224,2,105,2,8578.431373
Banashankari Stage III,3 BHK,1350,2,68,3,5037.037037
Green Glen Layout,2 BHK,940,2,56.8,2,6042.553191
Raja Rajeshwari Nagar,2 BHK,1100,2,55,2,5000
Kaikondrahalli,2 BHK,1300,2,61,2,4692.307692
Palace Road,3 BHK,1480,2,145,3,9797.297297
Hoodi,2 BHK,1105,2,46.37,2,4196.38009
Sarjapur  Road,3 Bedroom,2600,3,200,3,7692.307692
Yelahanka,3 BHK,1517,3,76.3,3,5029.66381
Horamavu Banaswadi,6 Bedroom,3800,8,200,6,5263.157895
Jalahalli,3 BHK,1615,3,89.75,3,5557.275542
MCECHS  layout,3 BHK,1500,3,65,3,4333.333333
Mysore Road,3 BHK,1082,3,50.5,3,4667.28281
Marathahalli,2 BHK,1365,2,73,2,5347.985348
Electronic City,2 BHK,1000,2,25,2,2500
CV Raman Nagar,2 BHK,1392,2,98,2,7040.229885
Kodigehalli,2 BHK,1086,2,33.66,2,3099.447514
Hennur Road,3 BHK,1586,3,93.94,3,5923.076923
Hennur,2 BHK,1100,2,60,2,5454.545455
Electronic City Phase II,2 BHK,1065,2,30.75,2,2887.323944
TC Palaya,3 Bedroom,1500,2,120,3,8000
7th Phase JP Nagar,3 BHK,1575,2,120,3,7619.047619
Hennur Road,3 BHK,1975,3,123,3,6227.848101
Nelamangala,2 BHK,820,2,24,2,2926.829268
Gubbalala,3 BHK,1745,3,110,3,6303.724928
Nagarbhavi,2 BHK,1223,2,60,2,4905.968929
Ananth Nagar,3 BHK,1200,2,65,3,5416.666667
Basaveshwara Nagar,2 BHK,1200,2,90,2,7500
Binny Pete,1 BHK,665,1,46.08,1,6929.323308
Bharathi Nagar,2 BHK,1351,2,70,2,5181.34715
Hebbal,3 BHK,1355,3,83.87,3,6189.667897
Sector 7 HSR Layout,3 BHK,3900,3,300,3,7692.307692
Thanisandra,3 BHK,1588,3,75.55,3,4757.556675
Amruthahalli,2 BHK,900,2,60,2,6666.666667
Bhuvaneshwari Nagar,3 Bedroom,440,3,50,3,11363.63636
Harlur,4 Bedroom,3385,4,260,4,7680.945347
Panathur,3 BHK,1370,2,75,3,5474.452555
Whitefield,3 Bedroom,1500,3,71.8,3,4786.666667
Pulikeshi Nagar,3 BHK,2280,3,285,3,12500
Kanakpura Road,3 BHK,1100,3,53,3,4818.181818
Hoodi,2 BHK,1247,2,53,2,4250.200481
Domlur Layout,3 BHK,2000,3,200,3,10000
Balagere,2 BHK,1020.07,2,68.38,2,6703.461527
Gunjur Palya,3 BHK,1033,2,32,3,3097.773475
B Narayanapura,3 BHK,1460,2,73,3,5000
Garudachar Palya,2 BHK,1150,2,52.8,2,4591.304348
Sarjapur  Road,5 BHK,5965,5,385,5,6454.316848
Babusapalaya,2 BHK,1141,2,46,2,4031.551271
Yelahanka,4 BHK,2912.5,6,125.5,4,4309.012876
Doddaballapur,4 Bedroom,4200,4,325,4,7738.095238
Hosa Road,3 BHK,1665,2,125,3,7507.507508
Kanakapura,2 BHK,1295,2,64,2,4942.084942
Haralur Road,2 BHK,1230,2,78,2,6341.463415
Anand Nagar,3 BHK,1080,2,75,3,6944.444444
Kaggalipura,2 BHK,1000,2,60,2,6000
Kaval Byrasandra,3 BHK,2400,2,50,3,2083.333333
Whitefield,1 BHK,630.5,1,32.79,1,5200.634417
Rayasandra,3 BHK,1708,3,75,3,4391.100703
Thanisandra,3 BHK,1697,3,115,3,6776.664702
Whitefield,4 BHK,3537,5,210,4,5937.234945
Hosa Road,1 BHK,615,1,28.29,1,4600
Banashankari,3 BHK,1350,2,83,3,6148.148148
Jalahalli,2 BHK,1083,2,32.49,2,3000
Gottigere,3 BHK,1460,2,65,3,4452.054795
Babusapalaya,2 BHK,1084,2,58,2,5350.553506
Bommasandra,2 BHK,1035,2,41.43,2,4002.898551
Vijaya Bank Layout,3 BHK,2400,2,150,3,6250
Hosur Road,1 BHK,460,1,21,1,4565.217391
Narayanappa Layout,5 BHK,950,5,90,5,9473.684211
Whitefield,2 BHK,1285,2,55.9,2,4350.194553
1Hanuman Nagar,19 BHK,2000,16,490,19,24500
Sarjapur,3 Bedroom,1200,3,78,3,6500
Raghuvanahalli,2 BHK,1070,2,35,2,3271.028037
